Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Korablev, A; Musenich, R; Givernaud, A; Dimitrov, L; Dogangun, O; Norbeck, JE; Pauss, F; Gasanov, E; Fantasia, C; Beniozef, IS; ",CMS-The Compact Muon Solenoid,,,,,1996,
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; Friedl, M; ",Search for a standard-model-like Higgs boson with a mass in the range 145 to 1000 GeV at the LHC,The European Physical Journal C,73,6,1-27,2013,Springer-Verlag
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Aguilo, E; Bergauer, Thomas; Dragicevic, Marko; Erö, J; Fabjan, C; ",Search for third-generation leptoquarks and scalar bottom quarks in pp collisions at\ sqrt {s}= 7\; TeV,Journal of high energy physics,2012,12,1-42,2012,Springer-Verlag
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Search for heavy quarks decaying into a top quark and a W or Z boson using lepton+ jets events in pp collisions at\ sqrt {s}= 7 TeV,Journal of High Energy Physics,2013,1,1-30,2013,Springer-Verlag
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Search for pair-produced dijet resonances in four-jet final states in p p collisions at s= 7 TeV,Physical Review Letters,110,14,141802,2013,American Physical Society
"Aaltonen, T; Tkaczyk, S; Plager, C; Iori, M; Giakoumopoloua, V; Iyutin, B; Chertok, M; Hara, K; Rahaman, A; Heuser, J; ",First Measurement of the Production of a W Boson in Association with a Single Charm Quark in Proton Anti-proton Collisions at $\ sqrt {s} $= 1.96 TeV,,,,,2007,
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Aguilo, Ernest; Bergauer, Thomas; Dragicevic, Marko; Erö, Janos; Fabjan, Christian; ",Search for fractionally charged particles in p p collisions at s= 7 TeV,Physical Review D,87,9,092008,2013,American Physical Society
"Aaltonen, T; Alvarez Gonzalez, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Arisawa, T; ",W-boson polarization measurement in the tt¯ dilepton channel using the CDF II detector,Physics Letters B,722,,48-54,2013,
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Search for supersymmetry in events with opposite-sign dileptons and missing transverse energy using an artificial neural network,Physical Review D,87,7,072001,2013,American Physical Society
"CMS collaboration; ",Search for a Higgs boson decaying into a b-quark pair and produced in association with b quarks in proton-proton collisions at 7 TeV,arXiv preprint arXiv:1302.2892,,,,2013,
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; Friedl, M; ",Search for supersymmetry in hadronic final states with missing transverse energy using the variables α T and b-quark multiplicity in pp collisions at\ sqrt {s}= 8\\ mathrm {TeV},The European Physical Journal C,73,9,1-31,2013,Springer Berlin Heidelberg
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Search for new physics in final states with a lepton and missing transverse energy in p p collisions at the LHC,Physical Review D,87,7,072005,2013,American Physical Society
"Chatrchyan, Serguei; Apresyan, A; Bornheim, A; Chen, Y; Di Marco, E; Duarte, J; Gataullin, M; Ma, Y; Mott, A; Newman, HB; ",Search for a non-standard-model Higgs boson decaying to a pair of new light bosons in four-muon final states,Physics Letters B,726,4-5,564-586,2013,Elsevier
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Search for contact interactions using the inclusive jet p T spectrum in p p collisions at s= 7 TeV,Physical Review D,87,5,052017,2013,American Physical Society
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Search for narrow resonances using the dijet mass spectrum in p p collisions at s= 8 TeV,Physical Review D,87,11,114015,2013,American Physical Society
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Aguilo, E; Bergauer, Thomas; Dragicevic, Marko; Eroe, J; Fabjan, C; ",Search for resonant\ mathrm {t}\ overline {\ mathrm {t}} production in lepton+ jets events in pp collisions at\ sqrt {s}= 7 TeV,Journal of High Energy Physics,2012,12,1-37,2012,Springer-Verlag
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Measurement of the top-quark mass in\ mathrm {t}\ overline {\ mathrm {t}} events with lepton+ jets final states in pp collisions at\ sqrt {s}= 7 TeV,Journal of High Energy Physics,2012,12,1-37,2012,Springer-Verlag
"CMS collaboration; ",The performance of the CMS muon detector in proton-proton collisions at√ s= 7 TeV at the LHC,Journal of Instrumentation,8,11,P11002,2013,IOP Publishing
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; Friedl, M; ",Search for top squarks in R-parity-violating supersymmetry using three or more leptons and b-tagged jets,Physical review letters,111,22,221801,2013,American Physical Society
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; Ozturk, Sertac; ",Determination of the top-quark pole mass and strong coupling constant from the ttbar production cross section in pp collisions at sqrt (s)= 7 TeV,,,,,2013,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; Ozturk, Sertac; ","Study of the production of charged pions, kaons, and protons in pPb collisions at $\ sqrt {s_ {NN}} $= 5.02 TeV",,,,,2013,CMS-HIN-12-016-003
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; Friedl, M; ",Measurement of the B s 0→ μ+ μ-Branching Fraction and Search for B 0→ μ+ μ-with the CMS Experiment,Physical Review Letters,111,10,101804,2013,American Physical Society
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; Ozturk, Sertac; ",Measurement of the top-quark mass in all-jets t t-bar events in pp collisions at sqrt (s)= 7 TeV,,,,,2013,
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Search for new physics with long-lived particles decaying to photons and missing energy in pp collisions at root s= 7 TeV,JOURNAL OF HIGH ENERGY PHYSICS,,11,,2012,"SPRINGER 233 SPRING ST, NEW YORK, NY 10013 USA"
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Measurement of the single-top-quark t-channel cross section in pp collisions at\ sqrt {s}= 7 TeV,Journal of High Energy Physics,2012,12,1-47,2012,Springer-Verlag
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Search for top-squark pair production in the single-lepton final state in pp collisions at sqrt (s)= 8 TeV,,,,,2013,
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Measurement of the relative prompt production rate of χ c2 and χ c1 in pp collisions at\ sqrt {s}= 7\\ mathrm {TeV},The European Physical Journal C,72,12,1-22,2012,Springer-Verlag
"Chatrchyan, Serguei; Apresyan, A; Bornheim, A; Bunn, J; Chen, Y; Di Marco, E; Duarte, J; Kcira, D; Ma, Y; Mott, A; ",Angular analysis and branching fraction measurement of the decay B^ 0→ K^(∗ 0) μ^+ μ^−,Physics Letters B,727,1-3,77-100,2013,Elsevier
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Search for a new bottomonium state decaying to Upsilon (1S) pi+ pi-in pp collisions at sqrt (s)= 8 TeV,,,,,2013,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; Ozturk, Sertac; ",Measurement of the W gamma and Z gamma inclusive cross sections in pp collisions at sqrt (s)= 7 TeV and limits on anomalous triple gauge boson couplings,,,,,2013,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Searches for anomalous ttbar production in pp collisions at sqrt (s)= 8 TeV,,,,,2013,
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Search for contact interactions using the inclusive jet p [subscript T] spectrum in pp collisions at√ s= 7 TeV,,,,,2013,American Physical Society
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Search for Z [superscript′] resonances decaying to tt̅ in dilepton+ jets final states in pp collisions at√ s= 7 TeV,,,,,2013,American Physical Society
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Search for resonant t (t) over-bar production in lepton plus jets events in pp collisions at root s= 7 TeV,JOURNAL OF HIGH ENERGY PHYSICS,,12,,2012,"SPRINGER 233 SPRING ST, NEW YORK, NY 10013 USA"
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; Ozturk, Sertac; ",Observation of a peaking structure in the J/psi phi mass spectrum from B+/-to J/psi phi K+/-decays,,,,,2013,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Modification of jet shapes in PbPb collisions at sqrt (s [NN])= 2.76 TeV,,,,,2013,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Measurement of associated W+ charm production in pp collisions at sqrt (s)= 7 TeV,,,,,2013,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Search for baryon number violation in top quark decays,,,,,2013,CMS-B2G-12-023-003
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; Friedl, M; ",Search for the standard model Higgs boson produced in association with a W or a Z boson and decaying to bottom quarks,Physical Review D,89,1,012003,2014,American Physical Society
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; Friedl, M; ",Rapidity distributions in exclusive Z+ jet and γ+ jet events in p p collisions at s= 7 TeV,Physical Review D,88,11,112009,2013,American Physical Society
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; Friedl, M; ",Measurement of the differential and double-differential Drell-Yan cross sections in proton-proton collisions at\ sqrt {s}= 7 TeV,Journal of High Energy Physics,2013,12,1-62,2013,Springer Berlin Heidelberg
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Measurement of higher-order harmonic azimuthal anisotropy in PbPb collisions at a nucleon-nucleon center-of-mass energy of 2.76 TeV,,,,,2013,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Searches for light-and heavy-flavour three-jet resonances in pp collisions at sqrt (s)= 8 TeV,,,,,2013,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Measurements of $ t\ bar {t} $ spin correlations and top-quark polarization using dilepton final states in pp collisions at $\ sqrt {s} $= 7 TeV,,,,,2013,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ","Search for supersymmetry in pp collisions at sqrt (s)= 8 TeV in events with a single lepton, large jet multiplicity, and multiple b jets",,,,,2013,
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; Friedl, M; ",Searches for new physics using the t t¯ invariant mass distribution in p p collisions at s= 8 TeV,Physical review letters,111,21,211804,2013,American Physical Society
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Search for pair production of excited top quarks in the lepton+ jets final state,,,,,2013,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Probing color coherence effects in pp collisions at sqrt (s)= 7 TeV,,,,,2013,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Measurement of the triple-differential cross section for photon+ jets production in proton-proton collisions at sqrt (s)= 7 TeV,,,,,2013,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Inclusive search for a vector-like T quark with charge 2/3 in pp collisions at sqrt (s)= 8 TeV,,,,,2013,
"CMS collaboration; ",Search for a Higgs boson decaying into a Z and a photon in pp collisions at sqrt (s)= 7 and 8 TeV,arXiv preprint arXiv:1307.5515,,,,2013,
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; Friedl, M; ",Measurement of Higgs boson production and properties in the WW decay channel with leptonic final states,Journal of High Energy Physics,2014,1,1-86,2014,Springer Berlin Heidelberg
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Search for top-quark partners with charge 5/3 in the same-sign dilepton final state,,,,,2013,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Search for stop and higgsino production using diphoton Higgs boson decays,,,,,2013,
"Chatrchyan, S; Apresyan, A; Bornheim, A; Bunn, J; Chen, Y; Di Marco, E; Duarte, J; Kcira, D; Ma, Y; Mott, A; ",Measurement of the W-boson helicity in top-quark decays from tt production in lepton+ jets events in pp collisions at√ s= 7 TeV,Journal of High Energy Physics,2013,10,Art. No. 167,2013,Springer
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Search for flavor-changing neutral currents in top-quark decays t to Zq in pp collisions at sqrt (s)= 8 TeV,,,,,2013,
"Chatrchyan, Serguei; Apresyan, A; Bornheim, A; Bunn, J; Chen, Y; Di Marco, E; Duarte, J; Kcira, D; Ma, Y; Mott, A; ",Measurement of the prompt J/ψ and ψ (2S) polarizations in pp collisions at√ s= 7TeV,Physics Letters B,727,4-5,381-402,2013,Elsevier
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Evidence of b-jet quenching in PbPb collisions at sqrt (s [NN])= 2.76 TeV,,,,,2013,
"Chatrchyan, S; Apresyan, A; Bornheim, A; Bunn, J; Chen, Y; Di Marco, E; Dias, FA; Duarte, J; Gataullin, M; Kcira, D; ","Measurement of the ϒ (1S), ϒ (2S), and ϒ (3S) cross sections in pp collisions at√ s= 7 TeV",Physics Letters B,727,1-3,101-125,2013,Elsevier
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Measurement of the properties of a Higgs boson in the four-lepton final state,,,,,2013,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Study of double parton scattering using W+ 2-jet events in proton-proton collisions at sqrt (s)= 7 TeV,,,,,2013,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Measurement of the muon charge asymmetry in inclusive pp to WX production at sqrt (s)= 7 TeV and an improved determination of light parton,,,,,2013,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Measurement of four-jet production in proton-proton collisions at sqrt (s)= 7 TeV,,,,,2013,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Event activity dependence of Y (nS) production in sqrt (s [NN])= 5.02 TeV pPb and sqrt (s)= 2.76 TeV pp collisions,,,,,2013,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Measurement of the production cross section for a W boson and two b jets in pp collisions at sqrt (s)= 7 TeV,,,,,2013,
"CMS collaboration; ",Measurement of the t t-bar production cross section in the dilepton channel in pp collisions at sqrt (s)= 7 TeV,arXiv preprint arXiv:1208.2671,,,,2012,
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; Friedl, M; ",Search for microscopic black holes in pp collisions at\ sqrt {s}= 8 TeV,Journal of High Energy Physics,2013,7,1-34,2013,Springer Berlin Heidelberg
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; Friedl, M; ",Jet and underlying event properties as a function of charged-particle multiplicity in proton–proton collisions at\ sqrt {s}= 7\\ text {TeV},The European Physical Journal C,73,12,1-26,2013,Springer Berlin Heidelberg
"Hewamanage, Samantha K; ",Search for Anomalous Production of Photon+ Jets+ Missing Transverse Energy in pp¯ Collisions at s= 1.96 TeV Using the CDF II Detector,,,,,2011,BAYLOR UNIVERSITY
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Observation of the associated production of a single top quark and a W boson in pp collisions at sqrt (s)= 8 TeV,,,,,2014,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Studies of dijet pseudorapidity distributions and transverse momentum balance in pPb collisions at sqrt (s [NN])= 5.02 TeV,,,,,2014,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Moon, Chang-Seong; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Jez, Pavel; Ujvari, Balazs; ",Evidence for the 125 GeV Higgs boson decaying to a pair of tau-leptons,,,,,2014,
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; Friedl, M; ",Measurement of the W-boson helicity in top-quark decays from t (t) over-bar production in lepton plus jets events in pp collisions at√ s= 7 TeV,Journal of High Energy Physics,10,167,,2013,
"Akins, Adrienne V; ","Education and cultural memory in American fiction post-Brown v. Board: Ernest Gaines, Leslie Marmon Silko, and Eudora Welty.",,,,,2011,
"Chen, YC; Hou, S; Mitra, A; Teng, PK; Wang, SM; Lecompte, T; Nodulman, L; Paramonov, AA; Wicklund, AB; Giakoumopoulou, V; ",Measurement of Bs0→ Ds (*)+ Ds (*)-branching ratios,Physical Review Letters,108,20,,2012,
"Chen, YC; Hou, S; Mitra, A; Teng, PK; Wang, SM; Lecompte, T; Nodulman, L; Paramonov, AA; Wicklund, AB; Giakoumopoulou, V; ",Measurement of the CP-violating phase βsJ/ψ in Bs0→ J/ψ decays with the CDF II detector,"Physical Review D-Particles, Fields, Gravitation and Cosmology",85,7,,2012,
"Chen, YC; Hou, S; Mitra, A; Teng, PK; Wang, SM; Lecompte, T; Nodulman, L; Paramonov, AA; Wicklund, AB; Giakoumopoulou, V; ",Measurement of the branching fraction B (Λb0→ Λc+ π π π) at CDF,"Physical Review D-Particles, Fields, Gravitation and Cosmology",85,3,,2012,
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Search in leptonic channels for heavy resonances decaying to long-lived neutral particles,Journal of High Energy Physics,2013,2,1-33,2013,Springer Berlin Heidelberg
"Aaltonen, Terhi; González, B Álvarez; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; Apresyan, A; ",Search for a new heavy gauge boson W′ with event signature electron+ missing transverse energy in p p¯ collisions at s= 1.96 TeV,Physical Review D,83,3,031102,2011,American Physical Society
"Chatrchyan, Serguei; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; ",Evidence for Associated Production of a Single Top Quark and W Boson in p p Collisions at s= 7 TeV,Physical review letters,110,2,022003,2013,American Physical Society
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, J; Apresyan, A; ",Observation of the Baryonic Flavor-Changing Neutral Current Decay Λ [subscript b][superscript 0]→ Λμ [superscript+] μ [superscript-],,,,,2011,American Physical Society (APS)
"Collaboration, CDF; Aaltonen, T; Gonzalez, BA; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, JA; ",Search for a Higgs Boson in the Diphoton Final State in p-pbar Collisions at sqrt (s)= 1.96 TeV,,,,,2011,
"Chatrchyan, S; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Aguilo, E; Bergauer, T; Dragicevic, M; Eroe, J; Fabjan, C; ",Measurement of the top-quark mass in t (t) over-bar events with dilepton final states in pp collisions at root s= 7 TeV,EUROPEAN PHYSICAL JOURNAL C,72,10,,2012,"SPRINGER 233 SPRING ST, NEW YORK, NY 10013 USA"
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; Friedl, M; ",Searches for long-lived charged particles in pp collisions at\ sqrt {s}= 7 and 8 TeV,Journal of High Energy Physics,2013,7,1-48,2013,Springer Berlin Heidelberg
"Chatrchyan, Serguei; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; Friedl, M; ",Search for the standard model Higgs boson produced in association with a top-quark pair in pp collisions at the LHC,Journal of High Energy Physics,2013,5,1-47,2013,Springer-Verlag
"Aaltonen, T; Álvarez González, B; Amerio, S; Amidei, D; Anastassov, A; Annovi, A; Antos, J; Apollinari, G; Appel, J; Apresyan, A; ",Search for a Very Light CP-Odd Higgs Boson in Top Quark Decays from pp [over-bar] Collisions at [sqrt] s= 1.96 TeV,,,,,2011,American Physical Society
"CDF collaboration; Dittmann, JR; Hewamanage, SK; Krumnack, N; Culbertson, R; Pronko, A; ",Search for Anomalous Production of Photon+ Jets,arXiv preprint arXiv:0810.3690,,,,2008,
"Chatrchyan, Serguei; Erbacher, Robin; Carrillo Montoya, Camilo Andres; Carvalho, Wagner; Górski, Maciej; Kotlinski, Danek; Anderson, Jacob; Ujvari, Balazs; Ozturk, Sertac; Polatoz, Ayse; ",Measurement of inclusive W and Z boson production cross sections in pp collisions at sqrt (s)= 8 TeV,,,,,2014,
